trip_id,starttime,,stoptime,,bikeid,tripduration,from_station_name,to_station_name,from_station_id,to_station_id,usertype,gender,birthyear,Year,Month,Quarter,Hour
71763,5/10/2015 18:29,,5/10/2015 18:40,,SEA00110,669.681,3rd Ave & Broad St,7th Ave & Union St,BT-01,CBD-03,Annual Member,Male,1975,2015,5,2,18
95960,6/23/2015 17:33,,6/23/2015 18:02,,SEA00103,1755.612,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St,WF-01,WF-01,Short-Term Pass Holder,NULL,NULL,2015,6,2,17
62744,4/22/2015 8:57,,4/22/2015 9:08,,SEA00103,682.343,15th Ave E & E Thomas St,7th Ave & Union St,CH-05,CBD-03,Annual Member,Male,1983,2015,4,2,8
108052,7/13/2015 12:09,,7/13/2015 12:17,,SEA00048,478.011,E Harrison St & Broadway Ave E,7th Ave & Union St,CH-02,CBD-03,Annual Member,Male,1968,2015,7,3,12
114562,7/23/2015 7:53,,7/23/2015 7:59,,SEA00409,411.81,Dexter Ave N & Aloha St,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,SLU-02,EL-01,Annual Member,Male,1986,2015,7,3,7
58638,4/16/2015 18:52,,4/16/2015 19:05,,SEA00490,793.44,E Pine St & 16th Ave,2nd Ave & Pine St,CH-07,CBD-13,Annual Member,Male,1950,2015,4,2,18
7628,10/30/2014 9:12,,10/30/2014 9:21,,SEA00452,527.434,15th Ave E & E Thomas St,Westlake Ave & 6th Ave,CH-05,SLU-15,Short-Term Pass Holder,NULL,NULL,2014,10,4,9
41127,2/26/2015 10:48,,2/26/2015 10:55,,SEA00240,419.647,6th Ave & Blanchard St,Republican St & Westlake Ave N,BT-04,SLU-04,Annual Member,Male,1973,2015,2,1,10
127994,8/13/2015 12:24,,8/13/2015 12:29,,SEA00033,277.447,7th Ave & Union St,2nd Ave & Spring St,CBD-03,CBD-06,Annual Member,Male,1981,2015,8,3,12
111672,7/18/2015 12:44,,7/18/2015 13:23,,SEA00327,2326.651,Pine St & 9th Ave,Lake Union Park / Valley St & Boren Ave N,SLU-16,SLU-17,Short-Term Pass Holder,NULL,NULL,2015,7,3,12
136276,8/27/2015 14:50,,8/27/2015 15:17,,SEA00294,1627.899,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St,WF-01,WF-01,Short-Term Pass Holder,NULL,NULL,2015,8,3,14
48037,3/18/2015 14:13,,3/18/2015 14:15,,SEA00206,124.55,E Pine St & 16th Ave,Cal Anderson Park / 11th Ave & Pine St,CH-07,CH-08,Annual Member,Male,1981,2015,3,1,14
47735,3/17/2015 15:50,,3/17/2015 16:03,,SEA00434,777.001,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,Dexter Ave & Denny Way,EL-01,SLU-18,Annual Member,Male,1962,2015,3,1,15
154460,10/6/2015 8:14,,10/6/2015 8:23,,SEA00167,543.85,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,UW Engineering Library / E Stevens Way NE & Jefferson Rd,UW-10,UW-06,Annual Member,Male,1971,2015,10,4,8
54956,4/6/2015 17:16,,4/6/2015 17:35,,SEA00466,1149.95,E Blaine St & Fairview Ave E,2nd Ave & Blanchard St,EL-03,BT-05,Annual Member,Female,1964,2015,4,2,17
142285,9/10/2015 9:58,,9/10/2015 10:03,,SEA00057,278.047,12th Ave & E Yesler Way,City Hall / 4th Ave & James St,CD-01,CBD-07,Annual Member,Male,1986,2015,9,3,9
46963,3/14/2015 14:03,,3/14/2015 14:12,,SEA00467,576.45,REI / Yale Ave N & John St,Pier 69 / Alaskan Way & Clay St,SLU-01,WF-01,Annual Member,Male,1983,2015,3,1,14
115256,7/24/2015 8:00,,7/24/2015 8:07,,SEA00417,451.861,Bellevue Ave & E Pine St,2nd Ave & Spring St,CH-12,CBD-06,Annual Member,Male,1990,2015,7,3,8
101993,7/4/2015 11:22,,7/4/2015 11:53,,SEA00461,1848.167,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,Dexter Ave & Denny Way,EL-01,SLU-18,Short-Term Pass Holder,NULL,NULL,2015,7,3,11
93695,6/19/2015 15:44,,6/19/2015 16:17,,SEA00099,2007.903,15th Ave NE & NE 40th St,UW McCarty Hall / Whitman Ct,UW-04,UW-01,Short-Term Pass Holder,NULL,NULL,2015,6,2,15
84057,6/3/2015 14:08,,6/3/2015 14:19,,SEA00139,646.45,12th Ave & E Mercer St,12th Ave & E Yesler Way,CH-15,CD-01,Annual Member,Female,1987,2015,6,2,14
39261,2/20/2015 15:28,,2/20/2015 17:33,,SEA00316,7500.176,Lake Union Park / Valley St & Boren Ave N,2nd Ave & Pine St,SLU-17,CBD-13,Short-Term Pass Holder,NULL,NULL,2015,2,1,15
93706,6/19/2015 16:04,,6/19/2015 17:04,,SEA00073,3637.334,Eastlake Ave E & E Allison St,12th Ave & NE Campus Pkwy,EL-05,UD-04,Short-Term Pass Holder,NULL,NULL,2015,6,2,16
113426,7/21/2015 11:26,,7/21/2015 11:34,,SEA00144,479.893,Cal Anderson Park / 11th Ave & Pine St,12th Ave & E Mercer St,CH-08,CH-15,Annual Member,Male,1979,2015,7,3,11
151210,9/29/2015 10:40,,9/29/2015 10:56,,SEA00440,928.953,Pier 69 / Alaskan Way & Clay St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,WF-01,WF-04,Short-Term Pass Holder,NULL,NULL,2015,9,3,10
88728,6/11/2015 16:34,,6/11/2015 16:43,,SEA00104,539.259,1st Ave & Marion St,2nd Ave & Blanchard St,CBD-05,BT-05,Short-Term Pass Holder,NULL,NULL,2015,6,2,16
90859,6/14/2015 21:49,,6/14/2015 21:53,,SEA00042,254.572,Key Arena / 1st Ave N & Harrison St,2nd Ave & Vine St,SLU-19,BT-03,Annual Member,Male,1989,2015,6,2,21
140199,9/5/2015 21:57,,9/5/2015 22:06,,SEA00440,484.348,2nd Ave & Pine St,3rd Ave & Broad St,CBD-13,BT-01,Annual Member,Male,1985,2015,9,3,21
4072,10/20/2014 13:13,,10/20/2014 13:15,,SEA00168,155.43,12th Ave & E Mercer St,E Harrison St & Broadway Ave E,CH-15,CH-02,Annual Member,Male,1975,2014,10,4,13
114696,7/23/2015 10:21,,7/23/2015 10:28,,SEA00443,425.268,Westlake Ave & 6th Ave,9th Ave N & Mercer St,SLU-15,DPD-01,Annual Member,Male,1988,2015,7,3,10
83429,6/2/2015 8:43,,6/2/2015 8:56,,SEA00334,814.123,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,9th Ave N & Mercer St,PS-05,DPD-01,Annual Member,Male,1955,2015,6,2,8
73110,5/14/2015 9:10,,5/14/2015 9:23,,SEA00150,804.223,PATH / 9th Ave & Westlake Ave,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,SLU-07,WF-04,Annual Member,Male,1954,2015,5,2,9
4904,10/22/2014 20:16,,10/22/2014 20:26,,SEA00299,615.254,9th Ave N & Mercer St,3rd Ave & Broad St,DPD-01,BT-01,Annual Member,Male,1983,2014,10,4,20
91194,6/15/2015 14:46,,6/15/2015 15:21,,SEA00327,2121.46,Key Arena / 1st Ave N & Harrison St,Eastlake Ave E & E Allison St,SLU-19,EL-05,Short-Term Pass Holder,NULL,NULL,2015,6,2,14
99470,6/30/2015 8:45,,6/30/2015 8:56,,SEA00450,649.072,Cal Anderson Park / 11th Ave & Pine St,9th Ave N & Mercer St,CH-08,DPD-01,Annual Member,Male,1975,2015,6,2,8
96680,6/24/2015 22:04,,6/24/2015 22:11,,SEA00058,434.204,Harvard Ave & E Pine St,2nd Ave & Pine St,CH-09,CBD-13,Short-Term Pass Holder,NULL,NULL,2015,6,2,22
66198,4/30/2015 12:09,,4/30/2015 12:16,,SEA00057,398.675,E Pine St & 16th Ave,REI / Yale Ave N & John St,CH-07,SLU-01,Annual Member,Male,1984,2015,4,2,12
68835,5/6/2015 8:46,,5/6/2015 8:56,,SEA00121,623.009,Cal Anderson Park / 11th Ave & Pine St,9th Ave N & Mercer St,CH-08,DPD-01,Annual Member,Male,1975,2015,5,2,8
126763,8/11/2015 12:41,,8/11/2015 13:03,,SEA00078,1311.14,E Blaine St & Fairview Ave E,15th Ave NE & NE 40th St,EL-03,UW-04,Short-Term Pass Holder,NULL,NULL,2015,8,3,12
112723,7/20/2015 6:06,,7/20/2015 6:15,,SEA00337,543.995,2nd Ave & Vine St,Occidental Park / Occidental Ave S & S Washington St,BT-03,PS-04,Annual Member,Male,1960,2015,7,3,6
87113,6/8/2015 18:51,,6/8/2015 18:56,,SEA00155,297.51,Eastlake Ave E & E Allison St,12th Ave & NE Campus Pkwy,EL-05,UD-04,Annual Member,Male,1985,2015,6,2,18
117475,7/28/2015 8:21,,7/28/2015 8:37,,SEA00266,983.131,Cal Anderson Park / 11th Ave & Pine St,12th Ave & NE Campus Pkwy,CH-08,UD-04,Annual Member,Male,1986,2015,7,3,8
95001,6/22/2015 7:32,,6/22/2015 7:41,,SEA00337,558.253,Frye Art Museum / Terry Ave & Columbia St,2nd Ave & Pine St,FH-01,CBD-13,Annual Member,Female,1984,2015,6,2,7
146119,9/18/2015 13:11,,9/18/2015 13:34,,SEA00122,1398.28,9th Ave N & Mercer St,2nd Ave & Pine St,DPD-01,CBD-13,Short-Term Pass Holder,NULL,NULL,2015,9,3,13
97056,6/25/2015 15:58,,6/25/2015 16:25,,SEA00038,1622.958,Occidental Park / Occidental Ave S & S Washington St,3rd Ave & Broad St,PS-04,BT-01,Short-Term Pass Holder,NULL,NULL,2015,6,2,15
56318,4/9/2015 18:49,,4/9/2015 19:05,,SEA00078,977.655,Republican St & Westlake Ave N,2nd Ave & Pine St,SLU-04,CBD-13,Annual Member,Male,1985,2015,4,2,18
122945,8/5/2015 13:14,,8/5/2015 13:22,,SEA00360,455.474,2nd Ave & Vine St,2nd Ave & Pine St,BT-03,CBD-13,Annual Member,Female,1960,2015,8,3,13
123326,8/6/2015 7:29,,8/6/2015 7:33,,SEA00281,236.361,15th Ave E & E Thomas St,Bellevue Ave & E Pine St,CH-05,CH-12,Annual Member,Female,1981,2015,8,3,7
123471,8/6/2015 10:18,,8/6/2015 10:31,,SEA00059,770.027,2nd Ave & Vine St,3rd Ave & Broad St,BT-03,BT-01,Short-Term Pass Holder,NULL,NULL,2015,8,3,10
139191,9/3/2015 15:57,,9/3/2015 16:12,,SEA00103,899.43,3rd Ave & Broad St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,BT-01,PS-05,Annual Member,Male,1950,2015,9,3,15
135744,8/26/2015 17:07,,8/26/2015 17:16,,SEA00048,536.663,6th Ave & Blanchard St,1st Ave & Marion St,BT-04,CBD-05,Annual Member,Male,1962,2015,8,3,17
16356,11/22/2014 21:48,,11/22/2014 21:54,,SEA00284,383.597,REI / Yale Ave N & John St,Dexter Ave & Denny Way,SLU-01,SLU-18,Annual Member,Male,1986,2014,11,4,21
149872,9/26/2015 15:13,,9/26/2015 15:40,,SEA00231,1629.959,Eastlake Ave E & E Allison St,UW Engineering Library / E Stevens Way NE & Jefferson Rd,EL-05,UW-06,Short-Term Pass Holder,NULL,NULL,2015,9,3,15
109316,7/15/2015 8:46,,7/15/2015 10:15,,SEA00485,5322.632,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St,WF-01,WF-01,Short-Term Pass Holder,NULL,NULL,2015,7,3,8
127025,8/11/2015 19:16,,8/11/2015 19:25,,SEA00463,564.387,Cal Anderson Park / 11th Ave & Pine St,2nd Ave & Pine St,CH-08,CBD-13,Short-Term Pass Holder,NULL,NULL,2015,8,3,19
27736,1/12/2015 18:22,,1/12/2015 18:36,,SEA00106,818.658,2nd Ave & Spring St,3rd Ave & Broad St,CBD-06,BT-01,Short-Term Pass Holder,NULL,NULL,2015,1,1,18
138600,9/2/2015 10:18,,9/2/2015 10:28,,SEA00309,613.993,12th Ave & E Denny Way,Union St & 4th Ave,CH-06,CBD-04,Annual Member,Male,1984,2015,9,3,10
96576,6/24/2015 18:50,,6/24/2015 19:10,,SEA00246,1147.411,6th Ave & Blanchard St,Lake Union Park / Valley St & Boren Ave N,BT-04,SLU-17,Short-Term Pass Holder,NULL,NULL,2015,6,2,18
73120,5/14/2015 9:28,,5/14/2015 9:35,,SEA00222,382.647,2nd Ave & Vine St,9th Ave N & Mercer St,BT-03,DPD-01,Annual Member,Male,1985,2015,5,2,9
16972,11/25/2014 8:59,,11/25/2014 9:15,,SEA00188,960.19,NE 42nd St & University Way NE,Summit Ave E & E Republican St,UD-02,CH-03,Annual Member,Male,1983,2014,11,4,8
120366,8/1/2015 14:27,,8/1/2015 14:39,,SEA00489,712.453,Dexter Ave & Denny Way,Key Arena / 1st Ave N & Harrison St,SLU-18,SLU-19,Short-Term Pass Holder,NULL,NULL,2015,8,3,14
72428,5/12/2015 10:37,,5/12/2015 10:43,,SEA00114,341.813,Eastlake Ave E & E Allison St,15th Ave NE & NE 40th St,EL-05,UW-04,Annual Member,Male,1988,2015,5,2,10
68960,5/6/2015 13:52,,5/6/2015 13:55,,SEA00083,179.203,2nd Ave & Spring St,Occidental Park / Occidental Ave S & S Washington St,CBD-06,PS-04,Annual Member,Male,1984,2015,5,2,13
3707,10/19/2014 16:38,,10/19/2014 16:57,,SEA00374,1122.142,Eastlake Ave E & E Allison St,E Harrison St & Broadway Ave E,EL-05,CH-02,Short-Term Pass Holder,NULL,NULL,2014,10,4,16
83187,6/1/2015 16:29,,6/1/2015 16:34,,SEA00479,327.411,2nd Ave & Blanchard St,1st Ave & Marion St,BT-05,CBD-05,Annual Member,Male,1971,2015,6,2,16
99701,6/30/2015 16:26,,6/30/2015 16:32,,SEA00365,339.076,2nd Ave & Blanchard St,1st Ave & Marion St,BT-05,CBD-05,Annual Member,Male,1971,2015,6,2,16
63726,4/24/2015 15:38,,4/24/2015 16:06,,SEA00449,1678.809,E Blaine St & Fairview Ave E,Key Arena / 1st Ave N & Harrison St,EL-03,SLU-19,Short-Term Pass Holder,NULL,NULL,2015,4,2,15
121683,8/3/2015 16:02,,8/3/2015 16:10,,SEA00022,465.861,2nd Ave & Vine St,1st Ave & Marion St,BT-03,CBD-05,Annual Member,Female,1960,2015,8,3,16
12845,11/12/2014 11:00,,11/12/2014 11:08,,SEA00448,480.923,E Pine St & 16th Ave,PATH / 9th Ave & Westlake Ave,CH-07,SLU-07,Annual Member,Male,1986,2014,11,4,11
48654,3/20/2015 7:44,,3/20/2015 7:49,,SEA00427,292.773,Pine St & 9th Ave,PATH / 9th Ave & Westlake Ave,SLU-16,SLU-07,Annual Member,Male,1987,2015,3,1,7
32551,1/29/2015 10:00,,1/29/2015 13:30,,SEA00332,12574.062,Bellevue Ave & E Pine St,12th Ave & NE Campus Pkwy,CH-12,UD-04,Annual Member,Male,1961,2015,1,1,10
150505,9/28/2015 7:05,,9/28/2015 7:26,,SEA00437,1254.233,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,3rd Ave & Broad St,PS-05,BT-01,Annual Member,Male,1950,2015,9,3,7
6330,10/26/2014 21:26,,10/26/2014 21:58,,SEA00121,1906.452,Dexter Ave & Denny Way,Dexter Ave & Denny Way,SLU-18,SLU-18,Short-Term Pass Holder,NULL,NULL,2014,10,4,21
85686,6/6/2015 12:36,,6/6/2015 12:52,,SEA00036,993.324,3rd Ave & Broad St,6th Ave S & S King St,BT-01,ID-04,Annual Member,Male,1985,2015,6,2,12
60439,4/19/2015 12:15,,4/19/2015 13:23,,SEA00412,4045.183,Burke Museum / E Stevens Way NE & Memorial Way NE,Burke Museum / E Stevens Way NE & Memorial Way NE,UW-02,UW-02,Short-Term Pass Holder,NULL,NULL,2015,4,2,12
5289,10/23/2014 22:25,,10/23/2014 22:30,,SEA00304,343.976,2nd Ave & Blanchard St,Westlake Ave & 6th Ave,BT-05,SLU-15,Annual Member,Other,1967,2014,10,4,22
87718,6/9/2015 20:06,,6/9/2015 20:11,,SEA00394,305.605,Republican St & Westlake Ave N,PATH / 9th Ave & Westlake Ave,SLU-04,SLU-07,Annual Member,Female,1959,2015,6,2,20
22340,12/17/2014 18:45,,12/17/2014 18:56,,SEA00064,663.344,PATH / 9th Ave & Westlake Ave,Pier 69 / Alaskan Way & Clay St,SLU-07,WF-01,Annual Member,Male,1988,2014,12,4,18
124796,8/8/2015 12:51,,8/8/2015 12:55,,SEA00169,207.809,PATH / 9th Ave & Westlake Ave,Westlake Ave & 6th Ave,SLU-07,SLU-15,Annual Member,Male,1989,2015,8,3,12
126449,8/10/2015 20:00,,8/10/2015 20:08,,SEA00353,530.433,1st Ave & Marion St,Pier 69 / Alaskan Way & Clay St,CBD-05,WF-01,Annual Member,Other,1957,2015,8,3,20
155512,10/8/2015 23:48,,10/8/2015 23:52,,SEA00448,223.237,12th Ave & E Denny Way,12th Ave & E Mercer St,CH-06,CH-15,Annual Member,Male,1980,2015,10,4,23
114249,7/22/2015 16:46,,7/22/2015 17:00,,SEA00351,827.253,7th Ave & Union St,12th Ave & E Denny Way,CBD-03,CH-06,Annual Member,Female,1989,2015,7,3,16
34263,2/4/2015 19:31,,2/4/2015 19:39,,SEA00292,433.206,Pine St & 9th Ave,REI / Yale Ave N & John St,SLU-16,SLU-01,Annual Member,Male,1987,2015,2,1,19
134883,8/25/2015 8:43,,8/25/2015 8:52,,SEA00215,511.973,15th Ave E & E Thomas St,7th Ave & Union St,CH-05,CBD-03,Annual Member,Male,1983,2015,8,3,8
64175,4/25/2015 14:53,,4/25/2015 15:14,,SEA00219,1284.385,Key Arena / 1st Ave N & Harrison St,Westlake Ave & 6th Ave,SLU-19,SLU-15,Short-Term Pass Holder,NULL,NULL,2015,4,2,14
145445,9/16/2015 17:13,,9/16/2015 17:25,,SEA00232,694.269,15th Ave NE & NE 40th St,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,UW-04,UD-01,Annual Member,Male,1983,2015,9,3,17
12378,11/10/2014 23:17,,11/10/2014 23:25,,SEA00115,492.731,Eastlake Ave E & E Allison St,E Blaine St & Fairview Ave E,EL-05,EL-03,Annual Member,Male,1980,2014,11,4,23
84459,6/4/2015 9:50,,6/4/2015 9:57,,SEA00169,376.277,NE 47th St & 12th Ave NE,UW Engineering Library / E Stevens Way NE & Jefferson Rd,UD-07,UW-06,Annual Member,Male,1985,2015,6,2,9
117547,7/28/2015 9:36,,7/28/2015 9:44,,SEA00113,466.142,Pine St & 9th Ave,9th Ave N & Mercer St,SLU-16,DPD-01,Annual Member,Male,1979,2015,7,3,9
64999,4/27/2015 14:06,,4/27/2015 14:59,,SEA00300,3197.088,UW Engineering Library / E Stevens Way NE & Jefferson Rd,UW Engineering Library / E Stevens Way NE & Jefferson Rd,UW-06,UW-06,Short-Term Pass Holder,NULL,NULL,2015,4,2,14
64068,4/25/2015 12:51,,4/25/2015 12:57,,SEA00071,370.03,2nd Ave & Vine St,2nd Ave & Pine St,BT-03,CBD-13,Annual Member,Male,1989,2015,4,2,12
127559,8/12/2015 17:20,,8/12/2015 17:25,,SEA00198,324.28,9th Ave N & Mercer St,Westlake Ave & 6th Ave,DPD-01,SLU-15,Annual Member,Male,1982,2015,8,3,17
72848,5/13/2015 12:25,,5/13/2015 12:37,,SEA00375,712.195,E Pine St & 16th Ave,6th Ave S & S King St,CH-07,ID-04,Annual Member,Female,1950,2015,5,2,12
148798,9/24/2015 11:46,,9/24/2015 11:53,,SEA00268,412.571,REI / Yale Ave N & John St,Terry Ave & Stewart St,SLU-01,SLU-20,Annual Member,Male,1987,2015,9,3,11
129987,8/16/2015 21:30,,8/16/2015 21:42,,SEA00087,766.938,Burke Museum / E Stevens Way NE & Memorial Way NE,12th Ave & NE Campus Pkwy,UW-02,UD-04,Annual Member,Male,1994,2015,8,3,21
136734,8/28/2015 12:16,,8/28/2015 12:23,,SEA00096,372.792,Republican St & Westlake Ave N,Dexter Ave N & Aloha St,SLU-04,SLU-02,Annual Member,Male,1969,2015,8,3,12
131565,8/19/2015 14:20,,8/19/2015 16:53,,SEA00139,9152.527,7th Ave & Union St,7th Ave & Union St,CBD-03,CBD-03,Short-Term Pass Holder,NULL,NULL,2015,8,3,14
72497,5/12/2015 14:43,,5/12/2015 14:48,,SEA00325,311.808,Cal Anderson Park / 11th Ave & Pine St,12th Ave & E Mercer St,CH-08,CH-15,Annual Member,Male,1985,2015,5,2,14
85885,6/6/2015 16:08,,6/6/2015 17:59,,SEA00181,6683.963,Cal Anderson Park / 11th Ave & Pine St,Cal Anderson Park / 11th Ave & Pine St,CH-08,CH-08,Short-Term Pass Holder,NULL,NULL,2015,6,2,16
130554,8/17/2015 20:14,,8/17/2015 20:39,,SEA00221,1493.979,Lake Union Park / Valley St & Boren Ave N,Pier 69 / Alaskan Way & Clay St,SLU-17,WF-01,Short-Term Pass Holder,NULL,NULL,2015,8,3,20
77365,5/22/2015 7:58,,5/22/2015 8:10,,SEA00174,715.187,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,Pier 69 / Alaskan Way & Clay St,PS-05,WF-01,Annual Member,Female,1953,2015,5,2,7
56074,4/9/2015 11:44,,4/9/2015 11:53,,SEA00476,530.802,7th Ave & Union St,REI / Yale Ave N & John St,CBD-03,SLU-01,Annual Member,Male,1959,2015,4,2,11
32229,1/28/2015 13:57,,1/28/2015 16:30,,SEA00205,9165.199,Westlake Ave & 6th Ave,3rd Ave & Broad St,SLU-15,BT-01,Short-Term Pass Holder,NULL,NULL,2015,1,1,13
120826,8/2/2015 9:25,,8/2/2015 9:54,,SEA00266,1714.373,UW Intramural Activities Building,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,UW-07,EL-01,Short-Term Pass Holder,NULL,NULL,2015,8,3,9
117302,7/27/2015 18:39,,7/27/2015 18:51,,SEA00183,742.261,Westlake Ave & 6th Ave,E Pine St & 16th Ave,SLU-15,CH-07,Annual Member,Male,1987,2015,7,3,18
141593,9/9/2015 8:33,,9/9/2015 8:38,,SEA00167,302.849,Summit Ave E & E Republican St,Pine St & 9th Ave,CH-03,SLU-16,Annual Member,Male,1983,2015,9,3,8
16887,11/24/2014 17:55,,11/24/2014 18:01,,SEA00139,340.787,E Harrison St & Broadway Ave E,Harvard Ave & E Pine St,CH-02,CH-09,Annual Member,Male,1976,2014,11,4,17
125409,8/9/2015 12:26,,8/9/2015 12:38,,SEA00185,674.76,15th Ave NE & NE 40th St,UW Intramural Activities Building,UW-04,UW-07,Short-Term Pass Holder,NULL,NULL,2015,8,3,12
63655,4/24/2015 12:15,,4/24/2015 12:20,,SEA00226,284.658,REI / Yale Ave N & John St,PATH / 9th Ave & Westlake Ave,SLU-01,SLU-07,Annual Member,Male,1965,2015,4,2,12
84752,6/4/2015 17:40,,6/4/2015 17:50,,SEA00208,620.098,PATH / 9th Ave & Westlake Ave,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,SLU-07,EL-01,Annual Member,Female,1966,2015,6,2,17
69500,5/7/2015 15:34,,5/7/2015 15:48,,SEA00478,823.165,7th Ave & Union St,Key Arena / 1st Ave N & Harrison St,CBD-03,SLU-19,Short-Term Pass Holder,NULL,NULL,2015,5,2,15
148380,9/23/2015 15:51,,9/23/2015 16:03,,SEA00143,712.616,PATH / 9th Ave & Westlake Ave,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,SLU-07,PS-05,Annual Member,Male,1977,2015,9,3,15
86000,6/6/2015 18:45,,6/6/2015 19:56,,SEA00483,4245.831,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St,WF-01,WF-01,Annual Member,Female,1988,2015,6,2,18
71235,5/9/2015 19:48,,5/9/2015 21:11,,SEA00071,4974.34,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,PATH / 9th Ave & Westlake Ave,EL-01,SLU-07,Short-Term Pass Holder,NULL,NULL,2015,5,2,19
26905,1/9/2015 7:41,,1/9/2015 7:50,,SEA00417,551.662,Cal Anderson Park / 11th Ave & Pine St,PATH / 9th Ave & Westlake Ave,CH-08,SLU-07,Annual Member,Female,1971,2015,1,1,7
128016,8/13/2015 13:01,,8/13/2015 13:04,,SEA00467,179.035,Cal Anderson Park / 11th Ave & Pine St,Bellevue Ave & E Pine St,CH-08,CH-12,Annual Member,Male,1980,2015,8,3,13
136129,8/27/2015 11:24,,8/27/2015 11:47,,SEA00433,1374.798,City Hall / 4th Ave & James St,6th Ave S & S King St,CBD-07,ID-04,Short-Term Pass Holder,NULL,NULL,2015,8,3,11
29578,1/20/2015 8:12,,1/20/2015 8:21,,SEA00243,571.48,Dexter Ave N & Aloha St,PATH / 9th Ave & Westlake Ave,SLU-02,SLU-07,Annual Member,Male,1967,2015,1,1,8
130463,8/17/2015 18:05,,8/17/2015 18:17,,SEA00181,757.211,Occidental Park / Occidental Ave S & S Washington St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,PS-04,WF-04,Short-Term Pass Holder,NULL,NULL,2015,8,3,18
144679,9/15/2015 8:27,,9/15/2015 8:31,,SEA00083,290.407,Pine St & 9th Ave,Harvard Ave & E Pine St,SLU-16,CH-09,Annual Member,Male,1980,2015,9,3,8
141280,9/8/2015 12:52,,9/8/2015 16:39,,SEA00375,13616.156,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,Pier 69 / Alaskan Way & Clay St,WF-04,WF-01,Short-Term Pass Holder,NULL,NULL,2015,9,3,12
36391,2/12/2015 19:50,,2/12/2015 20:15,,SEA00460,1464.453,Seattle University / E Columbia St & 12th Ave,2nd Ave & Spring St,FH-04,CBD-06,Short-Term Pass Holder,NULL,NULL,2015,2,1,19
144992,9/15/2015 18:37,,9/15/2015 18:43,,SEA00458,386.759,2nd Ave & Vine St,Terry Ave & Stewart St,BT-03,SLU-20,Annual Member,Male,1983,2015,9,3,18
126368,8/10/2015 18:18,,8/10/2015 18:36,,SEA00135,1084.172,E Blaine St & Fairview Ave E,Westlake Ave & 6th Ave,EL-03,SLU-15,Short-Term Pass Holder,NULL,NULL,2015,8,3,18
74710,5/17/2015 13:03,,5/17/2015 13:26,,SEA00193,1402.646,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St,WF-01,WF-01,Short-Term Pass Holder,NULL,NULL,2015,5,2,13
2399,10/17/2014 10:20,,10/17/2014 10:23,,SEA00360,177.391,UW McCarty Hall / Whitman Ct,UW Engineering Library / E Stevens Way NE & Jefferson Rd,UW-01,UW-06,Annual Member,Male,1992,2014,10,4,10
14685,11/17/2014 17:51,,11/17/2014 18:00,,SEA00285,522.632,6th Ave & Blanchard St,Dexter Ave N & Aloha St,BT-04,SLU-02,Annual Member,Male,1988,2014,11,4,17
83955,6/3/2015 9:50,,6/3/2015 10:12,,SEA00022,1349.925,E Harrison St & Broadway Ave E,Republican St & Westlake Ave N,CH-02,SLU-04,Annual Member,Male,1982,2015,6,2,9
126325,8/10/2015 17:43,,8/10/2015 17:55,,SEA00235,707.405,Frye Art Museum / Terry Ave & Columbia St,Summit Ave E & E Republican St,FH-01,CH-03,Annual Member,Male,1985,2015,8,3,17
5106,10/23/2014 14:48,,10/23/2014 15:02,,SEA00405,855.157,Dexter Ave & Denny Way,City Hall / 4th Ave & James St,SLU-18,CBD-07,Annual Member,Male,1980,2014,10,4,14
78831,5/24/2015 21:51,,5/24/2015 21:59,,SEA00084,471.593,15th Ave E & E Thomas St,Seattle University / E Columbia St & 12th Ave,CH-05,FH-04,Short-Term Pass Holder,NULL,NULL,2015,5,2,21
24126,12/26/2014 13:51,,12/26/2014 14:13,,SEA00092,1276.91,E Blaine St & Fairview Ave E,Westlake Ave & 6th Ave,EL-03,SLU-15,Short-Term Pass Holder,NULL,NULL,2014,12,4,13
