trip_id,starttime,stoptime,bikeid,tripduration,from_station_name,to_station_name,from_station_id,to_station_id,usertype,gender,birthyear,Numbers,Characters
19311,12/5/2014 15:18,12/5/2014 15:24,SEA00029,396.443,Dexter Ave N & Aloha St,Dexter Ave & Denny Way,SLU-02,SLU-18,Annual Member,Male,1962,02,SL
56581,4/10/2015 11:32,4/10/2015 11:38,SEA00447,360.888,Summit Ave E & E Republican St,Pine St & 9th Ave,CH-03,SLU-16,Annual Member,Male,1972,03,CH
53851,4/3/2015 17:48,4/3/2015 17:52,SEA00325,255.905,Summit Ave & E Denny Way,REI / Yale Ave N & John St,CH-01,SLU-01,Annual Member,Male,1982,01,CH
44476,3/7/2015 19:51,3/7/2015 19:55,SEA00199,291.337,6th Ave & Blanchard St,Dexter Ave N & Aloha St,BT-04,SLU-02,Annual Member,Male,1987,04,BT
11260,11/8/2014 13:51,11/8/2014 14:16,SEA00114,1493.795,Lake Union Park / Valley St & Boren Ave N,Lake Union Park / Valley St & Boren Ave N,SLU-17,SLU-17,Short-Term Pass Holder,NULL,NULL,17,SL
41341,2/27/2015 7:51,2/27/2015 8:00,SEA00185,515.693,Cal Anderson Park / 11th Ave & Pine St,PATH / 9th Ave & Westlake Ave,CH-08,SLU-07,Annual Member,Female,1971,08,CH
58933,4/17/2015 12:36,4/17/2015 12:40,SEA00276,266.338,1st Ave & Marion St,Occidental Park / Occidental Ave S & S Washington St,CBD-05,PS-04,Annual Member,Male,1978,05,CB
34410,2/5/2015 17:26,2/5/2015 17:33,SEA00416,413.011,Lake Union Park / Valley St & Boren Ave N,E Blaine St & Fairview Ave E,SLU-17,EL-03,Annual Member,Female,1977,17,SL
34347,2/5/2015 11:13,2/5/2015 11:19,SEA00092,355.504,NE 47th St & 12th Ave NE,Burke Museum / E Stevens Way NE & Memorial Way NE,UD-07,UW-02,Annual Member,Male,1991,07,UD
27200,1/9/2015 22:01,1/9/2015 22:11,SEA00074,624.552,15th Ave NE & NE 40th St,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,UW-04,UD-01,Short-Term Pass Holder,NULL,NULL,04,UW
135400,8/26/2015 8:19,8/26/2015 8:26,SEA00124,435.867,12th Ave & E Yesler Way,Occidental Park / Occidental Ave S & S Washington St,CD-01,PS-04,Annual Member,Female,1983,01,CD
89973,6/13/2015 16:09,6/13/2015 17:20,SEA00425,4227.497,PATH / 9th Ave & Westlake Ave,PATH / 9th Ave & Westlake Ave,SLU-07,SLU-07,Short-Term Pass Holder,NULL,NULL,07,SL
76242,5/20/2015 8:40,5/20/2015 8:56,SEA00223,952.616,E Pine St & 16th Ave,Republican St & Westlake Ave N,CH-07,SLU-04,Annual Member,Male,1992,07,CH
48883,3/20/2015 17:28,3/20/2015 17:38,SEA00283,580.458,PATH / 9th Ave & Westlake Ave,2nd Ave & Blanchard St,SLU-07,BT-05,Annual Member,Male,1987,07,SL
26892,1/9/2015 6:49,1/9/2015 7:06,SEA00175,1019.624,Dexter Ave N & Aloha St,Pine St & 9th Ave,SLU-02,SLU-16,Annual Member,Male,1972,02,SL
83834,6/3/2015 1:21,6/3/2015 1:26,SEA00371,297.623,UW McCarty Hall / Whitman Ct,15th Ave NE & NE 40th St,UW-01,UW-04,Annual Member,Male,1994,01,UW
127828,8/13/2015 8:34,8/13/2015 8:42,SEA00272,482.55,E Harrison St & Broadway Ave E,2nd Ave & Pine St,CH-02,CBD-13,Annual Member,Male,1990,02,CH
150432,9/27/2015 17:56,9/27/2015 18:11,SEA00350,934.698,REI / Yale Ave N & John St,Key Arena / 1st Ave N & Harrison St,SLU-01,SLU-19,Short-Term Pass Holder,NULL,NULL,01,SL
26353,1/7/2015 15:03,1/7/2015 15:13,SEA00193,620.321,REI / Yale Ave N & John St,1st Ave & Marion St,SLU-01,CBD-05,Annual Member,Male,1962,01,SL
151879,9/30/2015 16:39,9/30/2015 17:01,SEA00317,1348.653,3rd Ave & Broad St,12th Ave & E Yesler Way,BT-01,CD-01,Annual Member,Male,1984,01,BT
12579,11/11/2014 14:15,11/11/2014 14:27,SEA00452,714.373,3rd Ave & Broad St,2nd Ave & Pine St,BT-01,CBD-13,Annual Member,Male,1988,01,BT
23517,12/23/2014 10:36,12/23/2014 10:40,SEA00080,263.965,E Harrison St & Broadway Ave E,15th Ave E & E Thomas St,CH-02,CH-05,Annual Member,Male,1985,02,CH
155823,10/9/2015 17:54,10/9/2015 18:01,SEA00316,446.475,PATH / 9th Ave & Westlake Ave,3rd Ave & Broad St,SLU-07,BT-01,Annual Member,Male,1986,07,SL
105421,7/9/2015 9:56,7/9/2015 10:09,SEA00089,790.801,Westlake Ave & 6th Ave,6th Ave & Blanchard St,SLU-15,BT-04,Short-Term Pass Holder,NULL,NULL,15,SL
130281,8/17/2015 14:23,8/17/2015 15:00,SEA00444,2219.234,7th Ave & Union St,2nd Ave & Pine St,CBD-03,CBD-13,Short-Term Pass Holder,NULL,NULL,03,CB
43292,3/4/2015 21:06,3/4/2015 21:15,SEA00196,523.634,3rd Ave & Broad St,REI / Yale Ave N & John St,BT-01,SLU-01,Annual Member,Male,1991,01,BT
73470,5/14/2015 19:19,5/14/2015 19:23,SEA00379,280.576,Summit Ave & E Denny Way,Summit Ave E & E Republican St,CH-01,CH-03,Annual Member,Male,1981,01,CH
3169,10/19/2014 2:41,10/19/2014 2:54,SEA00412,761.693,2nd Ave & Spring St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,CBD-06,WF-04,Short-Term Pass Holder,NULL,NULL,06,CB
20103,12/9/2014 7:38,12/9/2014 7:56,SEA00069,1052.34,Dexter Ave N & Aloha St,Pine St & 9th Ave,SLU-02,SLU-16,Annual Member,Male,1972,02,SL
90671,6/14/2015 15:55,6/14/2015 15:57,SEA00391,141.522,Summit Ave E & E Republican St,Summit Ave E & E Republican St,CH-03,CH-03,Annual Member,Male,1990,03,CH
100967,7/2/2015 17:33,7/2/2015 17:53,SEA00362,1231.226,E Blaine St & Fairview Ave E,2nd Ave & Blanchard St,EL-03,BT-05,Annual Member,Female,1964,03,EL
47693,3/17/2015 14:13,3/17/2015 14:18,SEA00079,317.076,7th Ave & Union St,PATH / 9th Ave & Westlake Ave,CBD-03,SLU-07,Annual Member,Male,1973,03,CB
134203,8/24/2015 8:30,8/24/2015 8:41,SEA00207,619.462,15th Ave E & E Thomas St,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,CH-05,EL-01,Annual Member,Female,1988,05,CH
89443,6/12/2015 18:37,6/12/2015 18:46,SEA00487,537.654,2nd Ave & Pine St,Bellevue Ave & E Pine St,CBD-13,CH-12,Annual Member,Male,1982,13,CB
102329,7/4/2015 16:53,7/4/2015 17:10,SEA00040,1060.096,Pier 69 / Alaskan Way & Clay St,Westlake Ave & 6th Ave,WF-01,SLU-15,Short-Term Pass Holder,NULL,NULL,01,WF
48377,3/19/2015 11:30,3/19/2015 11:40,SEA00235,544.447,E Pine St & 16th Ave,REI / Yale Ave N & John St,CH-07,SLU-01,Annual Member,Male,1984,07,CH
145591,9/17/2015 7:13,9/17/2015 7:25,SEA00283,723.678,E Pine St & 16th Ave,1st Ave & Marion St,CH-07,CBD-05,Annual Member,Male,1985,07,CH
32366,1/28/2015 18:40,1/28/2015 18:52,SEA00263,701.836,Westlake Ave & 6th Ave,Pier 69 / Alaskan Way & Clay St,SLU-15,WF-01,Annual Member,Male,1987,15,SL
79125,5/25/2015 15:47,5/25/2015 15:55,SEA00188,453.568,UW McCarty Hall / Whitman Ct,NE 47th St & 12th Ave NE,UW-01,UD-07,Annual Member,Male,1993,01,UW
57841,4/14/2015 20:12,4/14/2015 20:24,SEA00085,690.851,12th Ave & E Denny Way,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,CH-06,PS-05,Annual Member,Male,1987,06,CH
28727,1/16/2015 11:03,1/16/2015 11:09,SEA00418,362.042,Harvard Ave & E Pine St,2nd Ave & Pine St,CH-09,CBD-13,Annual Member,Male,1990,09,CH
15240,11/19/2014 10:34,11/19/2014 11:41,SEA00039,3986.301,Burke Museum / E Stevens Way NE & Memorial Way NE,Lake Union Park / Valley St & Boren Ave N,UW-02,SLU-17,Short-Term Pass Holder,NULL,NULL,02,UW
37772,2/15/2015 22:39,2/15/2015 22:48,SEA00136,510.314,2nd Ave & Vine St,Pier 69 / Alaskan Way & Clay St,BT-03,WF-01,Short-Term Pass Holder,NULL,NULL,03,BT
95694,6/23/2015 9:50,6/23/2015 9:56,SEA00169,409.694,1st Ave & Marion St,Pier 69 / Alaskan Way & Clay St,CBD-05,WF-01,Annual Member,Male,1976,05,CB
22851,12/19/2014 19:16,12/19/2014 19:26,SEA00197,598.066,PATH / 9th Ave & Westlake Ave,Pier 69 / Alaskan Way & Clay St,SLU-07,WF-01,Annual Member,Male,1988,07,SL
136675,8/28/2015 10:25,8/28/2015 10:39,SEA00345,849.319,Bellevue Ave & E Pine St,Occidental Park / Occidental Ave S & S Washington St,CH-12,PS-04,Annual Member,Female,1979,12,CH
119286,7/30/2015 17:45,7/30/2015 17:57,SEA00327,682.772,Union St & 4th Ave,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,CBD-04,WF-04,Annual Member,Male,1981,04,CB
107086,7/11/2015 17:42,7/11/2015 18:03,SEA00324,1293.796,Harvard Ave & E Pine St,Summit Ave & E Denny Way,CH-09,CH-01,Annual Member,Other,1987,09,CH
84788,6/4/2015 18:10,6/4/2015 18:19,SEA00435,488.946,Occidental Park / Occidental Ave S & S Washington St,Pier 69 / Alaskan Way & Clay St,PS-04,WF-01,Annual Member,Male,1977,04,PS
40116,2/22/2015 17:41,2/22/2015 17:50,SEA00500,549.338,3rd Ave & Broad St,6th Ave & Blanchard St,BT-01,BT-04,Short-Term Pass Holder,NULL,NULL,01,BT
106866,7/11/2015 13:09,7/11/2015 13:45,SEA00057,2181.5,Westlake Ave & 6th Ave,Westlake Ave & 6th Ave,SLU-15,SLU-15,Short-Term Pass Holder,NULL,NULL,15,SL
95435,6/22/2015 18:45,6/22/2015 18:52,SEA00091,408.856,Harvard Ave & E Pine St,Westlake Ave & 6th Ave,CH-09,SLU-15,Short-Term Pass Holder,NULL,NULL,09,CH
73295,5/14/2015 16:14,5/14/2015 16:20,SEA00286,360.479,Republican St & Westlake Ave N,REI / Yale Ave N & John St,SLU-04,SLU-01,Annual Member,Male,1987,04,SL
88500,6/11/2015 10:33,6/11/2015 10:39,SEA00117,354.027,Seattle University / E Columbia St & 12th Ave,Cal Anderson Park / 11th Ave & Pine St,FH-04,CH-08,Annual Member,Female,1984,04,FH
143206,9/11/2015 17:39,9/11/2015 17:48,SEA00160,555.491,2nd Ave & Spring St,Westlake Ave & 6th Ave,CBD-06,SLU-15,Annual Member,Female,1984,06,CB
58781,4/17/2015 8:39,4/17/2015 8:43,SEA00310,244.674,E Harrison St & Broadway Ave E,Pine St & 9th Ave,CH-02,SLU-16,Annual Member,Male,1979,02,CH
13608,11/14/2014 10:30,11/14/2014 10:35,SEA00131,303.712,Bellevue Ave & E Pine St,PATH / 9th Ave & Westlake Ave,CH-12,SLU-07,Annual Member,Male,1987,12,CH
95487,6/22/2015 20:04,6/22/2015 20:26,SEA00402,1309.535,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,3rd Ave & Broad St,PS-05,BT-01,Short-Term Pass Holder,NULL,NULL,05,PS
114275,7/22/2015 17:05,7/22/2015 19:34,SEA00140,8976.317,NE 47th St & 12th Ave NE,UW McCarty Hall / Whitman Ct,UD-07,UW-01,Annual Member,Male,1992,07,UD
130365,8/17/2015 16:22,8/17/2015 16:54,SEA00080,1936.284,E Blaine St & Fairview Ave E,Summit Ave E & E Republican St,EL-03,CH-03,Short-Term Pass Holder,NULL,NULL,03,EL
82511,5/31/2015 10:39,5/31/2015 13:53,SEA00333,11685.888,Republican St & Westlake Ave N,Dexter Ave & Denny Way,SLU-04,SLU-18,Short-Term Pass Holder,NULL,NULL,04,SL
139064,9/3/2015 10:44,9/3/2015 10:58,SEA00393,842.091,12th Ave & E Mercer St,2nd Ave & Spring St,CH-15,CBD-06,Annual Member,Male,1989,15,CH
150399,9/27/2015 16:47,9/27/2015 16:51,SEA00404,245.077,Harvard Ave & E Pine St,Pine St & 9th Ave,CH-09,SLU-16,Annual Member,Male,1988,09,CH
46929,3/14/2015 11:18,3/14/2015 11:26,SEA00242,462.566,Pier 69 / Alaskan Way & Clay St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,WF-01,WF-04,Annual Member,Female,1950,01,WF
8993,11/2/2014 15:11,11/2/2014 15:22,SEA00263,645.728,Bellevue Ave & E Pine St,15th Ave E & E Thomas St,CH-12,CH-05,Annual Member,Male,1987,12,CH
60111,4/18/2015 19:18,4/18/2015 19:22,SEA00129,262.398,Westlake Ave & 6th Ave,2nd Ave & Vine St,SLU-15,BT-03,Annual Member,Male,1988,15,SL
141076,9/7/2015 22:59,9/7/2015 23:10,SEA00133,682.658,2nd Ave & Blanchard St,Summit Ave & E Denny Way,BT-05,CH-01,Annual Member,Male,1978,05,BT
141733,9/9/2015 11:44,9/9/2015 11:51,SEA00027,421.971,Terry Ave & Stewart St,7th Ave & Union St,SLU-20,CBD-03,Short-Term Pass Holder,NULL,NULL,20,SL
40227,2/23/2015 9:40,2/23/2015 9:46,SEA00392,384.618,Cal Anderson Park / 11th Ave & Pine St,2nd Ave & Pine St,CH-08,CBD-13,Annual Member,Male,1975,08,CH
22658,12/19/2014 11:29,12/19/2014 11:38,SEA00425,525.923,Dexter Ave & Denny Way,Westlake Ave & 6th Ave,SLU-18,SLU-15,Short-Term Pass Holder,NULL,NULL,18,SL
148366,9/23/2015 15:17,9/23/2015 15:20,SEA00389,169.265,Pine St & 9th Ave,2nd Ave & Pine St,SLU-16,CBD-13,Annual Member,Male,1987,16,SL
115212,7/24/2015 5:27,7/24/2015 5:37,SEA00435,598.167,Harvard Ave & E Pine St,Terry Ave & Stewart St,CH-09,SLU-20,Short-Term Pass Holder,NULL,NULL,09,CH
124957,8/8/2015 15:34,8/8/2015 16:30,SEA00309,3384.759,3rd Ave & Broad St,12th Ave & NE Campus Pkwy,BT-01,UD-04,Short-Term Pass Holder,NULL,NULL,01,BT
140617,9/7/2015 8:46,9/7/2015 9:03,SEA00236,971.844,Key Arena / 1st Ave N & Harrison St,Lake Union Park / Valley St & Boren Ave N,SLU-19,SLU-17,Short-Term Pass Holder,NULL,NULL,19,SL
14808,11/18/2014 8:34,11/18/2014 8:45,SEA00472,649.262,Dexter Ave N & Aloha St,3rd Ave & Broad St,SLU-02,BT-01,Annual Member,Male,1984,02,SL
58097,4/15/2015 16:47,4/15/2015 16:59,SEA00214,732.663,Harvard Ave & E Pine St,15th Ave E & E Thomas St,CH-09,CH-05,Annual Member,Female,1962,09,CH
98939,6/29/2015 9:10,6/29/2015 9:14,SEA00494,226.284,Westlake Ave & 6th Ave,6th Ave & Blanchard St,SLU-15,BT-04,Annual Member,Female,1994,15,SL
104554,7/7/2015 22:17,7/8/2015 0:36,SEA00135,8367.26,Harvard Ave & E Pine St,Key Arena / 1st Ave N & Harrison St,CH-09,SLU-19,Short-Term Pass Holder,NULL,NULL,09,CH
24662,12/29/2014 16:22,12/29/2014 16:37,SEA00311,850.316,12th Ave & E Mercer St,City Hall / 4th Ave & James St,CH-15,CBD-07,Annual Member,Male,1962,15,CH
94138,6/20/2015 14:10,6/20/2015 14:37,SEA00085,1621.548,3rd Ave & Broad St,Dexter Ave N & Aloha St,BT-01,SLU-02,Short-Term Pass Holder,NULL,NULL,01,BT
93868,6/19/2015 21:04,6/19/2015 21:13,SEA00248,566.829,Harvard Ave & E Pine St,PATH / 9th Ave & Westlake Ave,CH-09,SLU-07,Short-Term Pass Holder,NULL,NULL,09,CH
73783,5/15/2015 12:45,5/15/2015 13:02,SEA00427,1032.351,Dexter Ave N & Aloha St,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,SLU-02,EL-01,Annual Member,Female,1980,02,SL
143005,9/11/2015 14:01,9/11/2015 14:13,SEA00283,775.908,9th Ave N & Mercer St,Lake Union Park / Valley St & Boren Ave N,DPD-01,SLU-17,Short-Term Pass Holder,NULL,NULL,01,DP
77701,5/22/2015 17:43,5/22/2015 20:22,SEA00255,9531.855,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,UD-01,UD-01,Short-Term Pass Holder,NULL,NULL,01,UD
13896,11/15/2014 10:34,11/15/2014 10:40,SEA00328,379.638,Cal Anderson Park / 11th Ave & Pine St,7th Ave & Union St,CH-08,CBD-03,Annual Member,Female,1992,08,CH
75890,5/19/2015 15:16,5/19/2015 15:19,SEA00103,196.031,Bellevue Ave & E Pine St,Pine St & 9th Ave,CH-12,SLU-16,Annual Member,Male,1987,12,CH
23307,12/22/2014 13:54,12/22/2014 14:05,SEA00477,670.173,Occidental Park / Occidental Ave S & S Washington St,2nd Ave & Pine St,PS-04,CBD-13,Short-Term Pass Holder,NULL,NULL,04,PS
116090,7/25/2015 15:51,7/25/2015 15:59,SEA00470,428.148,Pine St & 9th Ave,Bellevue Ave & E Pine St,SLU-16,CH-12,Short-Term Pass Holder,NULL,NULL,16,SL
99026,6/29/2015 11:57,6/29/2015 12:04,SEA00034,437.698,3rd Ave & Broad St,PATH / 9th Ave & Westlake Ave,BT-01,SLU-07,Annual Member,Male,1969,01,BT
133597,8/22/2015 19:59,8/22/2015 20:08,SEA00450,538.359,9th Ave N & Mercer St,6th Ave & Blanchard St,DPD-01,BT-04,Short-Term Pass Holder,NULL,NULL,01,DP
101932,7/4/2015 9:47,7/4/2015 10:11,SEA00497,1390.81,6th Ave & Blanchard St,3rd Ave & Broad St,BT-04,BT-01,Short-Term Pass Holder,NULL,NULL,04,BT
21767,12/15/2014 15:50,12/15/2014 15:59,SEA00329,584.188,Republican St & Westlake Ave N,2nd Ave & Pine St,SLU-04,CBD-13,Annual Member,Male,1958,04,SL
117113,7/27/2015 15:37,7/27/2015 15:55,SEA00030,1069.892,Occidental Park / Occidental Ave S & S Washington St,3rd Ave & Broad St,PS-04,BT-01,Short-Term Pass Holder,NULL,NULL,04,PS
52000,3/29/2015 18:13,3/29/2015 18:19,SEA00033,395.664,2nd Ave & Blanchard St,6th Ave & Blanchard St,BT-05,BT-04,Annual Member,Female,1988,05,BT
9295,11/3/2014 17:36,11/3/2014 17:41,SEA00445,306.257,2nd Ave & Vine St,6th Ave & Blanchard St,BT-03,BT-04,Annual Member,Male,1984,03,BT
71590,5/10/2015 14:52,5/10/2015 15:02,SEA00197,599.993,Harvard Ave & E Pine St,Westlake Ave & 6th Ave,CH-09,SLU-15,Short-Term Pass Holder,NULL,NULL,09,CH
93571,6/19/2015 12:18,6/19/2015 12:47,SEA00413,1741.855,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,Occidental Park / Occidental Ave S & S Washington St,PS-05,PS-04,Short-Term Pass Holder,NULL,NULL,05,PS
94955,6/21/2015 21:46,6/21/2015 23:46,SEA00486,7249.458,2nd Ave & Pine St,6th Ave & Blanchard St,CBD-13,BT-04,Short-Term Pass Holder,NULL,NULL,13,CB
139513,9/4/2015 9:13,9/4/2015 9:20,SEA00493,447.241,PATH / 9th Ave & Westlake Ave,Union St & 4th Ave,SLU-07,CBD-04,Annual Member,Male,1989,07,SL
96824,6/25/2015 9:19,6/25/2015 9:30,SEA00037,667.472,3rd Ave & Broad St,9th Ave N & Mercer St,BT-01,DPD-01,Annual Member,Male,1981,01,BT
151772,9/30/2015 12:04,9/30/2015 13:01,SEA00192,3424.289,Key Arena / 1st Ave N & Harrison St,Pier 69 / Alaskan Way & Clay St,SLU-19,WF-01,Short-Term Pass Holder,NULL,NULL,19,SL
112903,7/20/2015 12:16,7/20/2015 12:30,SEA00467,846.474,Pier 69 / Alaskan Way & Clay St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,WF-01,WF-04,Short-Term Pass Holder,NULL,NULL,01,WF
26422,1/7/2015 17:08,1/7/2015 17:53,SEA00213,2707.225,Lake Union Park / Valley St & Boren Ave N,Lake Union Park / Valley St & Boren Ave N,SLU-17,SLU-17,Short-Term Pass Holder,NULL,NULL,17,SL
14613,11/17/2014 15:17,11/17/2014 15:34,SEA00260,968.16,Harvard Ave & E Pine St,12th Ave & NE Campus Pkwy,CH-09,UD-04,Annual Member,Male,1980,09,CH
97238,6/25/2015 20:01,6/25/2015 20:10,SEA00125,533.231,Cal Anderson Park / 11th Ave & Pine St,6th Ave & Blanchard St,CH-08,BT-04,Annual Member,Other,1990,08,CH
115278,7/24/2015 8:28,7/24/2015 8:41,SEA00081,774.313,Dexter Ave N & Aloha St,Westlake Ave & 6th Ave,SLU-02,SLU-15,Annual Member,Male,1988,02,SL
126593,8/11/2015 8:41,8/11/2015 8:49,SEA00438,507.152,1st Ave & Marion St,6th Ave & Blanchard St,CBD-05,BT-04,Annual Member,Male,1962,05,CB
75364,5/18/2015 15:18,5/18/2015 15:23,SEA00275,249.792,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St,WF-01,WF-01,Short-Term Pass Holder,NULL,NULL,01,WF
118789,7/29/2015 22:56,7/29/2015 23:04,SEA00407,480.212,NE 42nd St & University Way NE,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,UD-02,UD-01,Annual Member,Male,1991,02,UD
148889,9/24/2015 14:47,9/24/2015 15:00,SEA00237,764.383,Pier 69 / Alaskan Way & Clay St,2nd Ave & Blanchard St,WF-01,BT-05,Short-Term Pass Holder,NULL,NULL,01,WF
2862,10/18/2014 14:19,10/18/2014 14:27,SEA00181,420.512,Dexter Ave & Denny Way,Lake Union Park / Valley St & Boren Ave N,SLU-18,SLU-17,Short-Term Pass Holder,NULL,NULL,18,SL
136095,8/27/2015 10:18,8/27/2015 10:36,SEA00369,1025.13,Key Arena / 1st Ave N & Harrison St,2nd Ave & Pine St,SLU-19,CBD-13,Short-Term Pass Holder,NULL,NULL,19,SL
15116,11/19/2014 7:20,11/19/2014 7:37,SEA00272,993.802,REI / Yale Ave N & John St,City Hall / 4th Ave & James St,SLU-01,CBD-07,Short-Term Pass Holder,NULL,NULL,01,SL
130749,8/18/2015 9:27,8/18/2015 9:29,SEA00440,117.694,Cal Anderson Park / 11th Ave & Pine St,Bellevue Ave & E Pine St,CH-08,CH-12,Annual Member,Male,1991,08,CH
150589,9/28/2015 9:13,9/28/2015 9:19,SEA00121,379.187,E Harrison St & Broadway Ave E,Republican St & Westlake Ave N,CH-02,SLU-04,Annual Member,Male,1992,02,CH
103477,7/6/2015 10:40,7/6/2015 10:49,SEA00396,532.87,E Pine St & 16th Ave,2nd Ave & Pine St,CH-07,CBD-13,Annual Member,Male,1987,07,CH
61927,4/20/2015 20:47,4/20/2015 20:53,SEA00483,372.093,3rd Ave & Broad St,2nd Ave & Blanchard St,BT-01,BT-05,Short-Term Pass Holder,NULL,NULL,01,BT
120687,8/1/2015 20:22,8/1/2015 20:31,SEA00466,509.133,Key Arena / 1st Ave N & Harrison St,2nd Ave & Blanchard St,SLU-19,BT-05,Annual Member,Female,1991,19,SL
129756,8/16/2015 14:46,8/16/2015 14:56,SEA00262,630.992,2nd Ave & Spring St,Occidental Park / Occidental Ave S & S Washington St,CBD-06,PS-04,Short-Term Pass Holder,NULL,NULL,06,CB
138053,8/31/2015 20:01,8/31/2015 20:09,SEA00202,532.418,Cal Anderson Park / 11th Ave & Pine St,2nd Ave & Spring St,CH-08,CBD-06,Annual Member,Male,1990,08,CH
115856,7/25/2015 11:51,7/25/2015 13:15,SEA00497,5038.28,Republican St & Westlake Ave N,NE 42nd St & University Way NE,SLU-04,UD-02,Short-Term Pass Holder,NULL,NULL,04,SL
53188,4/1/2015 20:31,4/1/2015 20:38,SEA00288,429.369,Pine St & 9th Ave,REI / Yale Ave N & John St,SLU-16,SLU-01,Annual Member,Male,1981,16,SL
103450,7/6/2015 9:52,7/6/2015 9:59,SEA00477,421.868,Frye Art Museum / Terry Ave & Columbia St,2nd Ave & Spring St,FH-01,CBD-06,Annual Member,Male,1976,01,FH
18178,12/1/2014 11:49,12/1/2014 11:53,SEA00128,186.183,1st Ave & Marion St,Occidental Park / Occidental Ave S & S Washington St,CBD-05,PS-04,Annual Member,Female,1979,05,CB
46975,3/14/2015 14:35,3/14/2015 16:10,SEA00068,5670.335,Eastlake Ave E & E Allison St,Eastlake Ave E & E Allison St,EL-05,EL-05,Short-Term Pass Holder,NULL,NULL,05,EL
130216,8/17/2015 12:07,8/17/2015 12:15,SEA00075,451.288,3rd Ave & Broad St,2nd Ave & Blanchard St,BT-01,BT-05,Short-Term Pass Holder,NULL,NULL,01,BT
16829,11/24/2014 14:37,11/24/2014 14:59,SEA00321,1285,3rd Ave & Broad St,Dexter Ave & Denny Way,BT-01,SLU-18,Short-Term Pass Holder,NULL,NULL,01,BT
148264,9/23/2015 10:48,9/23/2015 11:16,SEA00383,1653.14,NE 42nd St & University Way NE,Lake Union Park / Valley St & Boren Ave N,UD-02,SLU-17,Annual Member,Female,1962,02,UD
70948,5/9/2015 15:13,5/9/2015 15:26,SEA00306,774.273,2nd Ave & Vine St,1st Ave & Marion St,BT-03,CBD-05,Short-Term Pass Holder,NULL,NULL,03,BT
82653,5/31/2015 13:20,5/31/2015 13:48,SEA00464,1645.445,Westlake Ave & 6th Ave,City Hall / 4th Ave & James St,SLU-15,CBD-07,Short-Term Pass Holder,NULL,NULL,15,SL
65102,4/27/2015 16:30,4/27/2015 16:38,SEA00023,505.997,Westlake Ave & 6th Ave,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,SLU-15,PS-05,Annual Member,Male,1979,15,SL
40288,2/23/2015 12:37,2/23/2015 12:50,SEA00186,797.712,2nd Ave & Blanchard St,7th Ave & Union St,BT-05,CBD-03,Short-Term Pass Holder,NULL,NULL,05,BT
126902,8/11/2015 16:40,8/11/2015 16:48,SEA00467,528.695,Union St & 4th Ave,PATH / 9th Ave & Westlake Ave,CBD-04,SLU-07,Annual Member,Male,1972,04,CB
72370,5/12/2015 8:44,5/12/2015 8:52,SEA00272,491.368,Cal Anderson Park / 11th Ave & Pine St,PATH / 9th Ave & Westlake Ave,CH-08,SLU-07,Annual Member,Female,1971,08,CH
114698,7/23/2015 10:24,7/23/2015 12:25,SEA00041,7284.848,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,PS-05,PS-05,Short-Term Pass Holder,NULL,NULL,05,PS
58162,4/15/2015 18:41,4/15/2015 18:49,SEA00456,443.638,PATH / 9th Ave & Westlake Ave,2nd Ave & Vine St,SLU-07,BT-03,Annual Member,Male,1987,07,SL
30318,1/22/2015 9:09,1/22/2015 9:19,SEA00471,581.946,12th Ave & E Mercer St,2nd Ave & Spring St,CH-15,CBD-06,Annual Member,Male,1962,15,CH
55742,4/8/2015 16:21,4/8/2015 16:30,SEA00069,523.27,2nd Ave & Vine St,Pine St & 9th Ave,BT-03,SLU-16,Annual Member,Male,1965,03,BT
13052,11/12/2014 18:21,11/12/2014 21:33,SEA00084,11570.556,Occidental Park / Occidental Ave S & S Washington St,2nd Ave & Vine St,PS-04,BT-03,Short-Term Pass Holder,NULL,NULL,04,PS
59794,4/18/2015 14:48,4/18/2015 15:13,SEA00110,1482.631,Pier 69 / Alaskan Way & Clay St,Occidental Park / Occidental Ave S & S Washington St,WF-01,PS-04,Short-Term Pass Holder,NULL,NULL,01,WF
94641,6/21/2015 13:11,6/21/2015 13:25,SEA00415,823.45,6th Ave S & S King St,2nd Ave & Pine St,ID-04,CBD-13,Annual Member,Female,1988,04,ID
